name,alt_names,ra_deg,dec_deg,t0_utc,t0_met,t0_precision,in_fermi_era,time_type,time_value,time_scale,redshift,dist_note,class,subclass,gold,radio_loud,xray_loud,spec_confirmed,sample_paper,coord_source,time_source,z_source,merged_from,verification,notes,tier,tier_note,timing_quality,min_window_s,tier_role
HSC17bbaz,,149.60967,0.88558,2017-01-02T12:43:12.000,505053797.00,subday,y,first_detection,57755.53,MJD,1.480,z err +0.063/-0.056,FBOT_survey,RET,n,,,n,"Tampo et al. 2020, ApJ 894, 27 (arXiv:2003.02669)","Tampo+2020 Table 1 (arXiv:2003.02669), sexagesimal converted","Tampo+2020 Table 4 (first epoch with detection, i-band)",Tampo+2020 Table 1 (photo-z),misc_surveys,VERIFIED,"HSC-SSP COSMOS rapidly evolving transient; M_i,peak=-19.76+/-0.11; photo-z only; NOT in Toshikage+2024 final sample",B2,photometric rapidly-evolving transient,subday,10,comparison
DES16C2ggt,,53.89117,-29.22481,2017-01-03T00:00:00.000,505094405.00,day,y,peak,57756,MJD,0.31,host spectroscopic redshift,FBOT_survey,gold,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, PRIMUS; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
HSC17bhyl,AT 2017kii,150.34254,2.03149,2017-01-21T12:00:00.000,506692805.00,subday,y,first_detection,57774.50,MJD,0.750,,FBOT_survey,RET,n,,,y,"Tampo et al. 2020, ApJ 894, 27 (arXiv:2003.02669)","Tampo+2020 Table 1 (arXiv:2003.02669), sexagesimal converted; matches Toshikage+2024 Table 3 decimal","Tampo+2020 Table 4 (first epoch with detection, z-band)",Tampo+2020 Table 1 (spec-z),misc_surveys,VERIFIED,"HSC-SSP COSMOS rapidly evolving transient; M_i,peak=-18.49+/-0.04; also in Toshikage+2024 sample",B1,spectroscopically classified rapid transient (RET),subday,10,comparison
DES16C3gin,,52.76275,-28.29194,2017-01-22T00:00:00.000,506736005.00,day,y,peak,57775,MJD,0.35,host spectroscopic redshift,FBOT_survey,silver,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",VizieR J/MNRAS/481/894/table5 (t_peak = date of max observed g-band flux),"spec (host galaxy, OzDES; VizieR J/MNRAS/481/894/table4)",pursiainen18_des,VERIFIED,,B2,photometric rapidly-evolving transient,day,100000,comparison
HSC17btum,AT 2017kij,149.47508,2.66588,2017-01-30T10:33:36.000,507465221.00,subday,y,first_detection,57783.44,MJD,0.467,z err +0.010/-0.011,FBOT_survey,RET,n,,,n,"Tampo et al. 2020, ApJ 894, 27 (arXiv:2003.02669)","Tampo+2020 Table 1 (arXiv:2003.02669), sexagesimal converted; matches Toshikage+2024 Table 3 decimal","Tampo+2020 Table 4 (first epoch with detection, i-band)",Tampo+2020 Table 1 (photo-z),misc_surveys,VERIFIED,"HSC-SSP COSMOS rapidly evolving transient; M_i,peak=-17.35+/-0.05; also in Toshikage+2024 sample",B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2017kik,HSC17cgdi,151.02149,2.84606,2017-02-23T08:52:48.000,509532773.00,subday,y,discovery,2017-02-23T08:52:48,UTC-ISO,0.805,,FBOT_survey,rapid_transient,n,,,y,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 10:04:05.160 +02:50:45.80,TNS (search internal_name=HSC17cgdi),Toshikage+2024 Table 3 (spec-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-18.6,B1,spectroscopically classified rapid transient (rapid_transient),subday,10,comparison
HSC17dadp,AT 2017kil,150.12104,1.60768,2017-02-25T09:50:24.000,509709029.00,subday,y,first_detection,57809.41,MJD,0.830,z err +0.055/-0.047,FBOT_survey,RET,n,,,n,"Tampo et al. 2020, ApJ 894, 27 (arXiv:2003.02669)","Tampo+2020 Table 1 (arXiv:2003.02669), sexagesimal converted; matches Toshikage+2024 Table 3 decimal","Tampo+2020 Table 4 (first epoch with detection, i-band)",Tampo+2020 Table 1 (photo-z),misc_surveys,VERIFIED,"HSC-SSP COSMOS rapidly evolving transient; M_i,peak=-18.74+/-0.03; also in Toshikage+2024 sample",B2,photometric rapidly-evolving transient,subday,10,comparison
SN 2017fei,HSC17dbpf,149.63925,1.99158,2017-03-04T07:26:24.000,510305189.00,subday,y,discovery,2017-03-04T07:26:24,UTC-ISO,1.851,,FBOT_survey,rapid_transient,n,,,y,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 09:58:33.420 +01:59:29.70,TNS (wis-tns.org/object/2017fei),Toshikage+2024 Table 3 (spec-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-20.8 (SLSN-like luminosity); TNS type unspecified,B1,spectroscopically classified rapid transient (rapid_transient),subday,10,comparison
AT 2017kim,HSC17dhvg,149.87828,1.56411,2017-03-06T12:14:24.000,510495269.00,subday,y,discovery,2017-03-06T12:14:24,UTC-ISO,0.730,,FBOT_survey,rapid_transient,n,,,n,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 09:59:30.790 +01:33:50.80,TNS (wis-tns.org/object/2017kim),Toshikage+2024 Table 3 (photo-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-17.1; photo-z,B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2017kin,HSC17dodm,150.79599,2.16747,2017-03-29T06:57:36.000,512463461.00,subday,y,discovery,2017-03-29T06:57:36,UTC-ISO,1.476,,FBOT_survey,rapid_transient,n,,,y,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 10:03:11.040 +02:10:02.90,TNS (search internal_name=HSC17dodm),Toshikage+2024 Table 3 (spec-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-18.6,B1,spectroscopically classified rapid transient (rapid_transient),subday,10,comparison
SN2018bcc,ZTF18aakuewf;ATLAS18nkv;Gaia18bbd,243.59438,35.91789,2018-04-19T14:08:09.000,545839694.00,subday,y,discovery,2018-04-19T14:08:09,UTC-ISO,0.0636,,FBOT_survey,Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2018bcc,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58230.38 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B1,spectroscopically classified rapid transient (Ibn),subday,10,comparison
AT2018lwd,ZTF18abianhw,290.91917,44.80836,2018-07-17T05:58:42.240,553499927.24,subday,y,discovery,2018-07-17T05:58:42.240,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2018lwd,,ho23_ztf,VERIFIED,g-band peak MJD 58318.41 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.3 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
SN2018gep,ZTF18abukavn;ATLAS18vah,250.95083,41.04536,2018-09-09T03:55:17.000,558158122.00,subday,y,discovery,2018-09-09T03:55:17,UTC-ISO,0.03154,~143 Mpc (paper),FBOT_survey,Ic-BL,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2018gep,Ho+2023 Table 2,ho23_ztf;misc_surveys,VERIFIED,g-band peak MJD 58374.22 (Ho+23 Tab.2); g-r=-0.4 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B1,spectroscopically classified rapid transient (Ic-BL),subday,10,comparison
SN2018ghd,ZTF18abvkmgw;ATLAS18vew,9.36196,15.01422,2018-09-14T12:51:50.000,558622315.00,subday,y,discovery,2018-09-14T12:51:50,UTC-ISO,0.03923,,FBOT_survey,Ib,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2018ghd,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58377.35 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.1 arcsec",B1,spectroscopically classified rapid transient (Ib),subday,10,comparison
SN2018gjx,ZTF18abwkrbl;ATLAS18vis;Gaia18csc;PS19do;PSP18C;kait-18ao,34.06492,28.59128,2018-09-15T19:41:24.000,558733289.00,subday,y,discovery,2018-09-15T19:41:24,UTC-ISO,0.00999,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2018gjx,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58379.44 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.0 arcsec,B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
AT2019dcm,ZTF19aankdan,178.44642,44.74578,2019-03-30T06:28:24.000,575620109.00,subday,y,discovery,2019-03-30T06:28:24,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019dcm,,ho23_ztf,VERIFIED,"g-band peak MJD 58572.27 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.1 arcsec",B2,photometric rapidly-evolving transient,subday,10,comparison
SN2019deh,ZTF19aapfmki;ATLAS19gez;PS19aaq,211.43150,9.51572,2019-04-07T08:32:29.000,576318754.00,subday,y,discovery,2019-04-07T08:32:29,UTC-ISO,0.05469,,FBOT_survey,Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019deh,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58587.33 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B1,spectroscopically classified rapid transient (Ibn),subday,10,comparison
SN2019dge,ZTF18abfcmjw;ATLAS19bftt,264.19475,50.54781,2019-04-07T10:44:44.000,576326689.00,subday,y,discovery,2019-04-07T10:44:44,UTC-ISO,0.0213,,FBOT_survey,Ib,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019dge,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58583.16 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.0 arcsec,B1,spectroscopically classified rapid transient (Ib),subday,10,comparison
AT2019aajt,ZTF19aapuudk,227.51479,38.11994,2019-04-11T06:49:40.800,576658185.80,subday,y,discovery,2019-04-11T06:49:40.800,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019aajt,,ho23_ztf,VERIFIED,g-band peak MJD 58585.27 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019aaju,ZTF19aasexmy,202.97663,25.73497,2019-04-27T05:41:34.080,578036499.08,subday,y,discovery,2019-04-27T05:41:34.080,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019aaju,,ho23_ztf,VERIFIED,"g-band peak MJD 58599.33 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.0 arcsec; TNS discovery timestamp postdates g-band peak by 0.9 d (TNS report epoch, not ZTF internal first detection)",B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019esf,ZTF19aatoboa;PS19afa,186.41904,44.74689,2019-05-03T09:45:48.000,578569553.00,subday,y,discovery,2019-05-03T09:45:48,UTC-ISO,0.0758,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019esf,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58609.22 (Ho+23 Tab.2); g-r=-0.4 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019ijn,ZTF19aawnmoj,198.1689635,21.2276811,2019-06-24T04:18:29.000,583042714.00,subday,y,discovery,2019-06-24T04:18:29,UTC-ISO,0.273,nuclear region of dwarf galaxy,FBOT_candidate,jetted_TDE_candidate,n,y,,,Ding+2026 arXiv:2607.11545,TNS object page,TNS object page,Ding+2026 arXiv:2607.11545,recent_sweep,VERIFIED,"Fast-rising (M_g=-21.1 in 5 d) slow-decaying blue transient; T_BB~1.5-1.6e4 K; radio peak L_nu=2e31 erg/s/Hz at 640 d - >=100x brighter than radio-bright FBOTs; off-axis relativistic jet ~40 deg; jetted IMBH TDE favored, magnetar not ruled out; pre-2023 object published 2026",B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019kyw,ZTF19abfarpa,166.78983,57.10089,2019-07-06T04:48:00.000,584081285.00,subday,y,discovery,2019-07-06T04:48:00,UTC-ISO,0.074,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019kyw,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58676.18 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019lbr,ZTF19abeyvoi;ATLAS19pdw,357.56583,8.11814,2019-07-12T13:36:28.000,584631393.00,subday,y,discovery,2019-07-12T13:36:28,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019lbr,,ho23_ztf,VERIFIED,"g-band peak MJD 58675.45 (Ho+23 Tab.2); g-r=-0.4 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec; TNS discovery timestamp postdates g-band peak by 1.1 d (TNS report epoch, not ZTF internal first detection)",B2,photometric rapidly-evolving transient,subday,10,comparison
SN2019myn,ZTF19abobxik;PS19eop,10.92967,37.06081,2019-08-08T10:18:44.000,586952329.00,subday,y,discovery,2019-08-08T10:18:44,UTC-ISO,0.1,,FBOT_survey,Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019myn,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58706.45 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.1 arcsec",B1,spectroscopically classified rapid transient (Ibn),subday,10,comparison
AT2019aajv,ZTF19abrpfps,279.11375,45.09222,2019-08-25T04:00:37.440,588398442.44,subday,y,discovery,2019-08-25T04:00:37.440,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019aajv,,ho23_ztf,VERIFIED,g-band peak MJD 58720.22 (Ho+23 Tab.2); g-r=-0.4 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
SN2019php,ZTF19abuvqgw;ATLAS19ufu,297.52654,66.08236,2019-09-02T08:05:16.000,589104321.00,subday,y,discovery,2019-09-02T08:05:16,UTC-ISO,0.087,,FBOT_survey,Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019php,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58730.30 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B1,spectroscopically classified rapid transient (Ibn),subday,10,comparison
SN2019qav,ZTF19abyjzvd;PS19fbn,252.05375,48.08056,2019-09-11T06:59:02.000,589877947.00,subday,y,discovery,2019-09-11T06:59:02,UTC-ISO,0.1353,,FBOT_survey,IIn/Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019qav,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58739.13 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.0 arcsec,B1,spectroscopically classified rapid transient (IIn/Ibn),subday,10,comparison
AT2019qwx,ZTF19acaxbjt;PS19fww,348.14975,9.03553,2019-09-25T04:46:09.000,591079574.00,subday,y,discovery,2019-09-25T04:46:09,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019qwx,,ho23_ztf,VERIFIED,g-band peak MJD 58754.20 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
SN2019rii,ZTF19acayojs;ATLAS19wqu,320.67446,22.88189,2019-09-28T06:39:34.000,591345579.00,subday,y,discovery,2019-09-28T06:39:34,UTC-ISO,0.1234,,FBOT_survey,Ibn,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019rii,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58757.18 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.0 arcsec",B1,spectroscopically classified rapid transient (Ibn),subday,10,comparison
SN2019rta,ZTF19accjfgv,127.20542,75.32806,2019-10-03T10:17:35.000,591790660.00,subday,y,discovery,2019-10-03T10:17:35,UTC-ISO,0.027,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019rta,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58759.43 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.2 arcsec",B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
AT2019scr,ZTF19accxzsc;ATLAS19xsq,51.56138,4.79075,2019-10-06T13:27:50.000,592061275.00,subday,y,discovery,2019-10-06T13:27:50,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019scr,,ho23_ztf,VERIFIED,g-band peak MJD 58763.42 (Ho+23 Tab.2); g-r=-0.7 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2019aavm,HSC19aqfi,34.80293,-4.93046,2019-10-23T12:43:12.000,593527397.00,subday,y,discovery,2019-10-23T12:43:12,UTC-ISO,0.851,,FBOT_survey,rapid_transient,n,,,n,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 02:19:12.700 -04:55:49.70,TNS (search name=2019aav),Toshikage+2024 Table 3 (photo-z),misc_surveys,VERIFIED,HSC-SSP rapid transient (SXDS/XMM-LSS field); M_peak=-17.9; photo-z,B2,photometric rapidly-evolving transient,subday,10,comparison
AT2019van,ZTF19acsakuv,95.31400,53.27764,2019-11-13T10:10:50.000,595332655.00,subday,y,discovery,2019-11-13T10:10:50,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2019van,,ho23_ztf,VERIFIED,g-band peak MJD 58800.55 (Ho+23 Tab.2); g-r=-0.4 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2019aavn,HSC19bbhh,35.68173,-4.05113,2019-11-23T06:28:48.000,596183333.00,subday,y,discovery,2019-11-23T06:28:48,UTC-ISO,1.370,,FBOT_survey,rapid_transient,n,,,n,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 02:22:43.610 -04:03:04.10,TNS (search name=2019aav),Toshikage+2024 Table 3 (photo-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-22.0 (most luminous of sample); photo-z,B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2019aavp,HSC19bfbh,34.31801,-4.93499,2019-11-27T05:31:12.000,596525477.00,subday,y,discovery,2019-11-27T05:31:12,UTC-ISO,1.481,,FBOT_survey,rapid_transient,n,,,n,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 02:17:16.320 -04:56:06.00,TNS (search name=2019aav),Toshikage+2024 Table 3 (photo-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-19.0; photo-z,B2,photometric rapidly-evolving transient,subday,10,comparison
AT 2019aavo,HSC19beav,35.96370,-5.80319,2019-11-27T05:45:36.000,596526341.00,subday,y,discovery,2019-11-27T05:45:36,UTC-ISO,0.312,,FBOT_survey,rapid_transient,n,,,y,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 02:23:51.290 -05:48:11.50,TNS (search name=2019aav),Toshikage+2024 Table 3 (spec-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-17.7,B1,spectroscopically classified rapid transient (rapid_transient),subday,10,comparison
AT 2019aavq,HSC19bijv,34.37900,-5.49328,2019-11-27T08:09:36.000,596534981.00,subday,y,discovery,2019-11-27T08:09:36,UTC-ISO,1.486,,FBOT_survey,rapid_transient,n,,,n,"Toshikage et al. 2024, ApJ, DOI 10.3847/1538-4357/ad8647 (arXiv:2410.10955)",Toshikage+2024 Table 3 (arXiv:2410.10955); matches TNS 02:17:30.960 -05:29:35.80,TNS (search name=2019aav),Toshikage+2024 Table 3 (photo-z),misc_surveys,VERIFIED,HSC-SSP rapid transient; M_peak=-19.1; photo-z,B2,photometric rapidly-evolving transient,subday,10,comparison
SN2020oi,ZTF20aaelulu;ATLAS20atq;Gaia20ali;PS20eg,185.72883,15.82361,2020-01-07T13:00:54.000,600094859.00,subday,y,discovery,2020-01-07T13:00:54,UTC-ISO,0.0052,,FBOT_survey,Ic,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020oi,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58862.48 (Ho+23 Tab.2); g-r=+0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.1 arcsec",B1,spectroscopically classified rapid transient (Ic),subday,10,comparison
SN2020ano,ZTF20aahfqpm,196.60496,53.47931,2020-01-23T11:10:01.000,601470606.00,subday,y,discovery,2020-01-23T11:10:01,UTC-ISO,0.03113,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020ano,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58871.45 (Ho+23 Tab.2); g-r=-0.5 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
AT2020bdh,ZTF20aaivtof;ATLAS20elz,42.07704,-9.44800,2020-01-27T03:51:36.000,601789901.00,subday,y,discovery,2020-01-27T03:51:36,UTC-ISO,0.04106,,FBOT_survey,IIn?,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020bdh,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58875.16 (Ho+23 Tab.2); g-r=-0.1 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.1 arcsec; TNS z=0.035 vs paper z=0.04106; paper adopted",B1,spectroscopically classified rapid transient (IIn?),subday,10,comparison
